state,month,year,tax type,value,fips state,numeric month,note,id
Vermont,September,2022,motor fuel,7229423,50,9,,50_2022_9
Virginia,August,2022,motor fuel,120194000,51,8,,51_2022_8
Virginia,September,2022,motor fuel,115888000,51,9,,51_2022_9
Washington,August,2022,motor fuel,159257101,53,8,,53_2022_8
Washington,September,2022,motor fuel,136086298,53,9,,53_2022_9
West Virginia,August,2022,motor fuel,40651000,54,8,,54_2022_8
West Virginia,September,2022,motor fuel,36311000,54,9,,54_2022_9
Wisconsin,August,2022,motor fuel,92327089,55,8,,55_2022_8
Wisconsin,September,2022,motor fuel,110019987,55,9,,55_2022_9
Wyoming,August,2022,motor fuel,,56,8,,56_2022_8
Wyoming,September,2022,motor fuel,,56,9,,56_2022_9
Alabama,October,2022,motor fuel,80850005,1,10,,1_2022_10
Alaska,October,2022,motor fuel,3559386,2,10,,2_2022_10
Arizona,October,2022,motor fuel,67962955,4,10,,4_2022_10
Arkansas,October,2022,motor fuel,47025345,5,10,,5_2022_10
California,October,2022,motor fuel,759581000,6,10,,6_2022_10
Colorado,October,2022,motor fuel,60137000,8,10,,8_2022_10
Connecticut,October,2022,motor fuel,11997504,9,10,,9_2022_10
Delaware,October,2022,motor fuel,,10,10,,10_2022_10
District of Columbia,October,2022,motor fuel,1683610,11,10,,11_2022_10
Florida,October,2022,motor fuel,251647866,12,10,,12_2022_10
Georgia,October,2022,motor fuel,1755000,13,10,,13_2022_10
Hawaii,October,2022,motor fuel,9085467,15,10,,15_2022_10
Idaho,October,2022,motor fuel,32800632,16,10,,16_2022_10
Illinois,October,2022,motor fuel,218050713,17,10,,17_2022_10
Indiana,October,2022,motor fuel,152544397,18,10,,18_2022_10
Iowa,October,2022,motor fuel,61110576,19,10,,19_2022_10
Kansas,October,2022,motor fuel,,20,10,,20_2022_10
Kentucky,October,2022,motor fuel,65310050,21,10,,21_2022_10
Louisiana,October,2022,motor fuel,52958989,22,10,,22_2022_10
Maine,October,2022,motor fuel,19836978,23,10,,23_2022_10
Maryland,October,2022,motor fuel,109428357,24,10,,24_2022_10
Massachusetts,October,2022,motor fuel,58397788,25,10,,25_2022_10
Michigan,October,2022,motor fuel,106353559,26,10,,26_2022_10
Minnesota,October,2022,motor fuel,77306000,27,10,,27_2022_10
Mississippi,October,2022,motor fuel,39632679,28,10,,28_2022_10
Missouri,October,2022,motor fuel,79242057,29,10,,29_2022_10
Montana,October,2022,motor fuel,,30,10,,30_2022_10
Nebraska,October,2022,motor fuel,31033609,31,10,,31_2022_10
Nevada,October,2022,motor fuel,1422822,32,10,,32_2022_10
New Hampshire,October,2022,motor fuel,10400000,33,10,,33_2022_10
New Jersey,October,2022,motor fuel,41344000,34,10,,34_2022_10
New Mexico,October,2022,motor fuel,25958442,35,10,,35_2022_10
New York,October,2022,motor fuel,86840000,36,10,,36_2022_10
North Carolina,October,2022,motor fuel,192356902,37,10,,37_2022_10
North Dakota,October,2022,motor fuel,,38,10,,38_2022_10
Ohio,October,2022,motor fuel,218803218,39,10,,39_2022_10
Oklahoma,October,2022,motor fuel,48200715,40,10,,40_2022_10
Oregon,October,2022,motor fuel,57105695,41,10,,41_2022_10
Pennsylvania,October,2022,motor fuel,131395000,42,10,,42_2022_10
Rhode Island,October,2022,motor fuel,,44,10,,44_2022_10
South Carolina,October,2022,motor fuel,85800000,45,10,,45_2022_10
South Dakota,October,2022,motor fuel,,46,10,,46_2022_10
Tennessee,October,2022,motor fuel,112180800,47,10,,47_2022_10
Texas,October,2022,motor fuel,311564000,48,10,,48_2022_10
Utah,October,2022,motor fuel,45664265,49,10,,49_2022_10
Vermont,October,2022,motor fuel,9868861,50,10,,50_2022_10
Virginia,October,2022,motor fuel,118961000,51,10,,51_2022_10
Washington,October,2022,motor fuel,144708209,53,10,,53_2022_10
West Virginia,October,2022,motor fuel,36662000,54,10,,54_2022_10
Wisconsin,October,2022,motor fuel,89314439,55,10,,55_2022_10
Wyoming,October,2022,motor fuel,,56,10,,56_2022_10
Alabama,November,2022,motor fuel,80853525,1,11,,1_2022_11
Alaska,November,2022,motor fuel,3068884,2,11,,2_2022_11
Arizona,November,2022,motor fuel,63323717,4,11,,4_2022_11
Arkansas,November,2022,motor fuel,51877323,5,11,,5_2022_11
California,November,2022,motor fuel,711104000,6,11,,6_2022_11
Colorado,November,2022,motor fuel,67172000,8,11,,8_2022_11
Connecticut,November,2022,motor fuel,10929975,9,11,,9_2022_11
Delaware,November,2022,motor fuel,,10,11,,10_2022_11
District of Columbia,November,2022,motor fuel,1846071,11,11,,11_2022_11
Florida,November,2022,motor fuel,152370595,12,11,,12_2022_11
Georgia,November,2022,motor fuel,1025000,13,11,,13_2022_11
Hawaii,November,2022,motor fuel,9288140,15,11,,15_2022_11
Idaho,November,2022,motor fuel,32315811,16,11,,16_2022_11
Illinois,November,2022,motor fuel,216147092,17,11,,17_2022_11
Indiana,November,2022,motor fuel,130404171,18,11,,18_2022_11
Iowa,November,2022,motor fuel,67298860,19,11,,19_2022_11
Kansas,November,2022,motor fuel,,20,11,,20_2022_11
Kentucky,November,2022,motor fuel,64985650,21,11,,21_2022_11
Louisiana,November,2022,motor fuel,52125479,22,11,,22_2022_11
Maine,November,2022,motor fuel,19233748,23,11,,23_2022_11
Maryland,November,2022,motor fuel,107867966,24,11,,24_2022_11
Massachusetts,November,2022,motor fuel,60044047,25,11,,25_2022_11
Michigan,November,2022,motor fuel,106458251,26,11,,26_2022_11
Minnesota,November,2022,motor fuel,79933492,27,11,,27_2022_11
Mississippi,November,2022,motor fuel,38118742,28,11,,28_2022_11
Missouri,November,2022,motor fuel,75499666,29,11,,29_2022_11
Montana,November,2022,motor fuel,,30,11,,30_2022_11
Nebraska,November,2022,motor fuel,30522602,31,11,,31_2022_11
Nevada,November,2022,motor fuel,34970799,32,11,,32_2022_11
New Hampshire,November,2022,motor fuel,10700000,33,11,,33_2022_11
New Jersey,November,2022,motor fuel,33762000,34,11,,34_2022_11
New Mexico,November,2022,motor fuel,26743076,35,11,,35_2022_11
New York,November,2022,motor fuel,87884000,36,11,,36_2022_11
North Carolina,November,2022,motor fuel,189165719,37,11,,37_2022_11
North Dakota,November,2022,motor fuel,,38,11,,38_2022_11
Ohio,November,2022,motor fuel,211479661,39,11,,39_2022_11
Oklahoma,November,2022,motor fuel,49050893,40,11,,40_2022_11
Oregon,November,2022,motor fuel,53358132,41,11,,41_2022_11
Pennsylvania,November,2022,motor fuel,168403000,42,11,,42_2022_11
Rhode Island,November,2022,motor fuel,,44,11,,44_2022_11
South Carolina,November,2022,motor fuel,86000000,45,11,,45_2022_11
South Dakota,November,2022,motor fuel,,46,11,,46_2022_11
Tennessee,November,2022,motor fuel,106939484,47,11,,47_2022_11
Texas,November,2022,motor fuel,331457000,48,11,,48_2022_11
Utah,November,2022,motor fuel,46200000,49,11,,49_2022_11
Vermont,November,2022,motor fuel,7984969,50,11,,50_2022_11
Virginia,November,2022,motor fuel,135851000,51,11,,51_2022_11
Washington,November,2022,motor fuel,118724971,53,11,,53_2022_11
West Virginia,November,2022,motor fuel,34940000,54,11,,54_2022_11
Wisconsin,November,2022,motor fuel,71339039,55,11,,55_2022_11
Wyoming,November,2022,motor fuel,,56,11,,56_2022_11
Alabama,December,2022,motor fuel,77550951,1,12,,1_2022_12
Alaska,December,2022,motor fuel,3330555,2,12,,2_2022_12
Arizona,December,2022,motor fuel,66203292,4,12,,4_2022_12
Arkansas,December,2022,motor fuel,48040360,5,12,,5_2022_12
California,December,2022,motor fuel,778562000,6,12,,6_2022_12
Colorado,December,2022,motor fuel,66033000,8,12,,8_2022_12
Connecticut,December,2022,motor fuel,13259597,9,12,,9_2022_12
Delaware,December,2022,motor fuel,,10,12,,10_2022_12
District of Columbia,December,2022,motor fuel,1849984,11,12,,11_2022_12
Florida,December,2022,motor fuel,260553740,12,12,,12_2022_12
Georgia,December,2022,motor fuel,-6995000,13,12,,13_2022_12
Hawaii,December,2022,motor fuel,8897749,15,12,,15_2022_12
Idaho,December,2022,motor fuel,33884606,16,12,,16_2022_12
Illinois,December,2022,motor fuel,238481946,17,12,,17_2022_12
Indiana,December,2022,motor fuel,134775069,18,12,,18_2022_12
Iowa,December,2022,motor fuel,57052721,19,12,,19_2022_12
Kansas,December,2022,motor fuel,,20,12,,20_2022_12
Kentucky,December,2022,motor fuel,72470744,21,12,,21_2022_12
Louisiana,December,2022,motor fuel,51893019,22,12,,22_2022_12
Maine,December,2022,motor fuel,17980439,23,12,,23_2022_12
Maryland,December,2022,motor fuel,105302856,24,12,,24_2022_12
Massachusetts,December,2022,motor fuel,59345976,25,12,,25_2022_12
Michigan,December,2022,motor fuel,139423898,26,12,,26_2022_12
Minnesota,December,2022,motor fuel,71539337,27,12,,27_2022_12
Mississippi,December,2022,motor fuel,35816091,28,12,,28_2022_12
Missouri,December,2022,motor fuel,79001677,29,12,,29_2022_12
Montana,December,2022,motor fuel,,30,12,,30_2022_12
Nebraska,December,2022,motor fuel,29211372,31,12,,31_2022_12
Nevada,December,2022,motor fuel,62276960,32,12,,32_2022_12
New Hampshire,December,2022,motor fuel,10200000,33,12,,33_2022_12
New Jersey,December,2022,motor fuel,40188000,34,12,,34_2022_12
New Mexico,December,2022,motor fuel,25333825,35,12,,35_2022_12
New York,December,2022,motor fuel,95185000,36,12,,36_2022_12
North Carolina,December,2022,motor fuel,197066131,37,12,,37_2022_12
North Dakota,December,2022,motor fuel,,38,12,,38_2022_12
Ohio,December,2022,motor fuel,211729682,39,12,,39_2022_12
Oklahoma,December,2022,motor fuel,47448853,40,12,,40_2022_12
Oregon,December,2022,motor fuel,51335237,41,12,,41_2022_12
Pennsylvania,December,2022,motor fuel,128965000,42,12,,42_2022_12
Rhode Island,December,2022,motor fuel,,44,12,,44_2022_12
South Carolina,December,2022,motor fuel,83900000,45,12,,45_2022_12
South Dakota,December,2022,motor fuel,,46,12,,46_2022_12
Tennessee,December,2022,motor fuel,106429720,47,12,,47_2022_12
Texas,December,2022,motor fuel,317072000,48,12,,48_2022_12
Utah,December,2022,motor fuel,53400000,49,12,,49_2022_12
Vermont,December,2022,motor fuel,8050893,50,12,,50_2022_12
Virginia,December,2022,motor fuel,112663000,51,12,,51_2022_12
Washington,December,2022,motor fuel,104741761,53,12,,53_2022_12
West Virginia,December,2022,motor fuel,35002000,54,12,,54_2022_12
Wisconsin,December,2022,motor fuel,99363055,55,12,,55_2022_12
Wyoming,December,2022,motor fuel,,56,12,,56_2022_12
Alabama,January,2023,motor fuel,76542922,1,1,,1_2023_1
Alaska,January,2023,motor fuel,3104623,2,1,,2_2023_1
Arizona,January,2023,motor fuel,68749491,4,1,,4_2023_1
Arkansas,January,2023,motor fuel,48146831,5,1,,5_2023_1
California,January,2023,motor fuel,663699000,6,1,,6_2023_1
Colorado,January,2023,motor fuel,57256000,8,1,,8_2023_1
Connecticut,January,2023,motor fuel,11838325,9,1,,9_2023_1
Delaware,January,2023,motor fuel,,10,1,,10_2023_1
District of Columbia,January,2023,motor fuel,1817754,11,1,,11_2023_1
Florida,January,2023,motor fuel,266427672,12,1,,12_2023_1
Georgia,January,2023,motor fuel,2248000,13,1,,13_2023_1
Hawaii,January,2023,motor fuel,9043377,15,1,,15_2023_1
Idaho,January,2023,motor fuel,30312108,16,1,,16_2023_1
Illinois,January,2023,motor fuel,222719063,17,1,,17_2023_1
Indiana,January,2023,motor fuel,131491678,18,1,,18_2023_1
Iowa,January,2023,motor fuel,54646535,19,1,,19_2023_1
Kansas,January,2023,motor fuel,,20,1,,20_2023_1
Kentucky,January,2023,motor fuel,60723762,21,1,,21_2023_1
Louisiana,January,2023,motor fuel,50327855,22,1,,22_2023_1
Maine,January,2023,motor fuel,18275187,23,1,,23_2023_1
Maryland,January,2023,motor fuel,110542330,24,1,,24_2023_1
Massachusetts,January,2023,motor fuel,59566703,25,1,,25_2023_1
Michigan,January,2023,motor fuel,112250012,26,1,,26_2023_1
Minnesota,January,2023,motor fuel,70089828,27,1,,27_2023_1
Mississippi,January,2023,motor fuel,36254177,28,1,,28_2023_1
Missouri,January,2023,motor fuel,77538669,29,1,,29_2023_1
Montana,January,2023,motor fuel,,30,1,,30_2023_1
Nebraska,January,2023,motor fuel,27743252,31,1,,31_2023_1
Nevada,January,2023,motor fuel,31854408,32,1,,32_2023_1
New Hampshire,January,2023,motor fuel,10900000,33,1,,33_2023_1
New Jersey,January,2023,motor fuel,43047000,34,1,,34_2023_1
New Mexico,January,2023,motor fuel,26533671,35,1,,35_2023_1
New York,January,2023,motor fuel,110298000,36,1,,36_2023_1
North Carolina,January,2023,motor fuel,188114023,37,1,,37_2023_1
North Dakota,January,2023,motor fuel,,38,1,,38_2023_1
Ohio,January,2023,motor fuel,201624042,39,1,,39_2023_1
Oklahoma,January,2023,motor fuel,49614015,40,1,,40_2023_1
Oregon,January,2023,motor fuel,29723427,41,1,,41_2023_1
Pennsylvania,January,2023,motor fuel,135435000,42,1,,42_2023_1
Rhode Island,January,2023,motor fuel,,44,1,,44_2023_1
South Carolina,January,2023,motor fuel,77000000,45,1,,45_2023_1
South Dakota,January,2023,motor fuel,,46,1,,46_2023_1
Tennessee,January,2023,motor fuel,106935768,47,1,,47_2023_1
Texas,January,2023,motor fuel,311052000,48,1,,48_2023_1
Utah,January,2023,motor fuel,46900000,49,1,,49_2023_1
Vermont,January,2023,motor fuel,7633929,50,1,,50_2023_1
Virginia,January,2023,motor fuel,133067000,51,1,,51_2023_1
Washington,January,2023,motor fuel,121630052,53,1,,53_2023_1
West Virginia,January,2023,motor fuel,36901000,54,1,,54_2023_1
Wisconsin,January,2023,motor fuel,104186338,55,1,,55_2023_1
Wyoming,January,2023,motor fuel,,56,1,,56_2023_1
Alabama,February,2023,motor fuel,75593002,1,2,,1_2023_2
Alaska,February,2023,motor fuel,3413215,2,2,,2_2023_2
Arizona,February,2023,motor fuel,64352711,4,2,,4_2023_2
Arkansas,February,2023,motor fuel,39454366,5,2,,5_2023_2
California,February,2023,motor fuel,718770000,6,2,,6_2023_2
Colorado,February,2023,motor fuel,37021000,8,2,,8_2023_2
Connecticut,February,2023,motor fuel,17034955,9,2,,9_2023_2
Delaware,February,2023,motor fuel,,10,2,,10_2023_2
District of Columbia,February,2023,motor fuel,1285814,11,2,,11_2023_2
Florida,February,2023,motor fuel,282723107,12,2,,12_2023_2
Georgia,February,2023,motor fuel,119057000,13,2,,13_2023_2
Hawaii,February,2023,motor fuel,9234748,15,2,,15_2023_2
Idaho,February,2023,motor fuel,24710295,16,2,,16_2023_2
Illinois,February,2023,motor fuel,221878372,17,2,,17_2023_2
Indiana,February,2023,motor fuel,127481698,18,2,,18_2023_2
Iowa,February,2023,motor fuel,58543326,19,2,,19_2023_2
Kansas,February,2023,motor fuel,,20,2,,20_2023_2
Kentucky,February,2023,motor fuel,58501933,21,2,,21_2023_2
Louisiana,February,2023,motor fuel,48459984,22,2,,22_2023_2
Maine,February,2023,motor fuel,16099241,23,2,,23_2023_2
Maryland,February,2023,motor fuel,97296421,24,2,,24_2023_2
Massachusetts,February,2023,motor fuel,54840218,25,2,,25_2023_2
Michigan,February,2023,motor fuel,108526599,26,2,,26_2023_2
Minnesota,February,2023,motor fuel,68192798,27,2,,27_2023_2
Mississippi,February,2023,motor fuel,32111502,28,2,,28_2023_2
Missouri,February,2023,motor fuel,76559790,29,2,,29_2023_2
Montana,February,2023,motor fuel,,30,2,,30_2023_2
Nebraska,February,2023,motor fuel,29602607,31,2,,31_2023_2
Nevada,February,2023,motor fuel,1413767,32,2,,32_2023_2
New Hampshire,February,2023,motor fuel,10000000,33,2,,33_2023_2
New Jersey,February,2023,motor fuel,32210000,34,2,,34_2023_2
New Mexico,February,2023,motor fuel,24952657,35,2,,35_2023_2
New York,February,2023,motor fuel,131741000,36,2,,36_2023_2
North Carolina,February,2023,motor fuel,192033308,37,2,,37_2023_2
North Dakota,February,2023,motor fuel,,38,2,,38_2023_2
Ohio,February,2023,motor fuel,193411019,39,2,,39_2023_2
Oklahoma,February,2023,motor fuel,47478683,40,2,,40_2023_2
Oregon,February,2023,motor fuel,68540075,41,2,,41_2023_2
Pennsylvania,February,2023,motor fuel,156944000,42,2,,42_2023_2
Rhode Island,February,2023,motor fuel,,44,2,,44_2023_2
South Carolina,February,2023,motor fuel,83400000,45,2,,45_2023_2
South Dakota,February,2023,motor fuel,,46,2,,46_2023_2
Tennessee,February,2023,motor fuel,97033062,47,2,,47_2023_2
Texas,February,2023,motor fuel,303877000,48,2,,48_2023_2
Utah,February,2023,motor fuel,47900000,49,2,,49_2023_2
Vermont,February,2023,motor fuel,5781291,50,2,,50_2023_2
Virginia,February,2023,motor fuel,100931000,51,2,,51_2023_2
Washington,February,2023,motor fuel,114951180,53,2,,53_2023_2
West Virginia,February,2023,motor fuel,49688000,54,2,,54_2023_2
Wisconsin,February,2023,motor fuel,80773322,55,2,,55_2023_2
Wyoming,February,2023,motor fuel,,56,2,,56_2023_2
Alabama,March,2023,motor fuel,72243414,1,3,,1_2023_3
Alaska,March,2023,motor fuel,3671648,2,3,,2_2023_3
Arizona,March,2023,motor fuel,63476494,4,3,,4_2023_3
Arkansas,March,2023,motor fuel,48038883,5,3,,5_2023_3
California,March,2023,motor fuel,680167000,6,3,,6_2023_3
Colorado,March,2023,motor fuel,60691000,8,3,,8_2023_3
Connecticut,March,2023,motor fuel,27314661,9,3,,9_2023_3
Delaware,March,2023,motor fuel,,10,3,,10_2023_3
District of Columbia,March,2023,motor fuel,1249800,11,3,,11_2023_3
Florida,March,2023,motor fuel,271668987,12,3,,12_2023_3
Georgia,March,2023,motor fuel,157004000,13,3,,13_2023_3
Hawaii,March,2023,motor fuel,8163699,15,3,,15_2023_3
Idaho,March,2023,motor fuel,35575986,16,3,,16_2023_3
Illinois,March,2023,motor fuel,213358969,17,3,,17_2023_3
Indiana,March,2023,motor fuel,120403915,18,3,,18_2023_3
Iowa,March,2023,motor fuel,44675419,19,3,,19_2023_3
Kansas,March,2023,motor fuel,,20,3,,20_2023_3
Kentucky,March,2023,motor fuel,60461893,21,3,,21_2023_3
Louisiana,March,2023,motor fuel,46828288,22,3,,22_2023_3
Maine,March,2023,motor fuel,16625980,23,3,,23_2023_3
Maryland,March,2023,motor fuel,101784828,24,3,,24_2023_3
Massachusetts,March,2023,motor fuel,51925763,25,3,,25_2023_3
Michigan,March,2023,motor fuel,110857977,26,3,,26_2023_3
Minnesota,March,2023,motor fuel,58204236,27,3,,27_2023_3
Mississippi,March,2023,motor fuel,32187217,28,3,,28_2023_3
Missouri,March,2023,motor fuel,71896543,29,3,,29_2023_3
Montana,March,2023,motor fuel,,30,3,,30_2023_3
Nebraska,March,2023,motor fuel,28164214,31,3,,31_2023_3
Nevada,March,2023,motor fuel,55828594,32,3,,32_2023_3
New Hampshire,March,2023,motor fuel,9200000,33,3,,33_2023_3
New Jersey,March,2023,motor fuel,34262000,34,3,,34_2023_3
New Mexico,March,2023,motor fuel,25622611,35,3,,35_2023_3
New York,March,2023,motor fuel,125138000,36,3,,36_2023_3
North Carolina,March,2023,motor fuel,177785417,37,3,,37_2023_3
North Dakota,March,2023,motor fuel,,38,3,,38_2023_3
Ohio,March,2023,motor fuel,220352313,39,3,,39_2023_3
Oklahoma,March,2023,motor fuel,28989583,40,3,,40_2023_3
Oregon,March,2023,motor fuel,55512747,41,3,,41_2023_3
Pennsylvania,March,2023,motor fuel,120066000,42,3,,42_2023_3
Rhode Island,March,2023,motor fuel,,44,3,,44_2023_3
South Carolina,March,2023,motor fuel,82600000,45,3,,45_2023_3
South Dakota,March,2023,motor fuel,,46,3,,46_2023_3
Tennessee,March,2023,motor fuel,85241433,47,3,,47_2023_3
Texas,March,2023,motor fuel,287256000,48,3,,48_2023_3
Utah,March,2023,motor fuel,48400000,49,3,,49_2023_3
Vermont,March,2023,motor fuel,7790474,50,3,,50_2023_3
Virginia,March,2023,motor fuel,133702000,51,3,,51_2023_3
Washington,March,2023,motor fuel,113904157,53,3,,53_2023_3
West Virginia,March,2023,motor fuel,17417000,54,3,,54_2023_3
Wisconsin,March,2023,motor fuel,83536166,55,3,,55_2023_3
Wyoming,March,2023,motor fuel,,56,3,,56_2023_3
Alabama,April,2023,motor fuel,84606599,1,4,,1_2023_4
Alabama,July,2023,motor fuel,83403043,1,7,,1_2023_7
Alabama,June,2023,motor fuel,85659816,1,6,,1_2023_6
Alabama,May,2023,motor fuel,79834594,1,5,,1_2023_5
Alaska,April,2023,motor fuel,3385839,2,4,,2_2023_4
Alaska,July,2023,motor fuel,4731851,2,7,,2_2023_7
Alaska,June,2023,motor fuel,4614939,2,6,,2_2023_6
Alaska,May,2023,motor fuel,3644974,2,5,,2_2023_5
Arizona,April,2023,motor fuel,71745900,4,4,,4_2023_4
Arizona,July,2023,motor fuel,66294873,4,7,,4_2023_7
Arizona,June,2023,motor fuel,68761235,4,6,,4_2023_6
Arizona,May,2023,motor fuel,60084205,4,5,,4_2023_5
Arkansas,April,2023,motor fuel,45651743,5,4,,5_2023_4
Arkansas,July,2023,motor fuel,48791407,5,7,,5_2023_7
Arkansas,June,2023,motor fuel,51546100,5,6,,5_2023_6
Arkansas,May,2023,motor fuel,49059932,5,5,,5_2023_5
California,April,2023,motor fuel,662723000,6,4,,6_2023_4
California,July,2023,motor fuel,754200000,6,7,,6_2023_7
California,June,2023,motor fuel,733057000,6,6,,6_2023_6
California,May,2023,motor fuel,759877000,6,5,,6_2023_5
Colorado,April,2023,motor fuel,71278000,8,4,,8_2023_4
Colorado,July,2023,motor fuel,74637000,8,7,,8_2023_7
Colorado,June,2023,motor fuel,41896000,8,6,,8_2023_6
Colorado,May,2023,motor fuel,57467000,8,5,,8_2023_5
Connecticut,April,2023,motor fuel,34646764,9,4,,9_2023_4
Connecticut,July,2023,motor fuel,41402639,9,7,,9_2023_7
Connecticut,June,2023,motor fuel,49947980,9,6,,9_2023_6
Connecticut,May,2023,motor fuel,39669288,9,5,,9_2023_5
Delaware,April,2023,motor fuel,,10,4,,10_2023_4
Delaware,July,2023,motor fuel,,10,7,,10_2023_7
Delaware,June,2023,motor fuel,,10,6,,10_2023_6
Delaware,May,2023,motor fuel,,10,5,,10_2023_5
District of Columbia,April,2023,motor fuel,1868060,11,4,,11_2023_4
District of Columbia,July,2023,motor fuel,2307874,11,7,,11_2023_7
District of Columbia,June,2023,motor fuel,2300876,11,6,,11_2023_6
District of Columbia,May,2023,motor fuel,921285,11,5,,11_2023_5
Florida,April,2023,motor fuel,311772076,12,4,,12_2023_4
Florida,July,2023,motor fuel,,12,7,,12_2023_7
Florida,June,2023,motor fuel,304513191,12,6,,12_2023_6
Florida,May,2023,motor fuel,291555499,12,5,,12_2023_5
Georgia,April,2023,motor fuel,192398000,13,4,,13_2023_4
Georgia,July,2023,motor fuel,183114000,13,7,,13_2023_7
Georgia,June,2023,motor fuel,191484000,13,6,,13_2023_6
Georgia,May,2023,motor fuel,181362000,13,5,,13_2023_5
Hawaii,April,2023,motor fuel,9199282,15,4,,15_2023_4
Hawaii,July,2023,motor fuel,8893426,15,7,,15_2023_7
Hawaii,June,2023,motor fuel,9406534,15,6,,15_2023_6
Hawaii,May,2023,motor fuel,9053262,15,5,,15_2023_5
Idaho,April,2023,motor fuel,22489426,16,4,,16_2023_4
Idaho,July,2023,motor fuel,38610456,16,7,,16_2023_7
Idaho,June,2023,motor fuel,30619047,16,6,,16_2023_6
Idaho,May,2023,motor fuel,33781552,16,5,,16_2023_5
Illinois,April,2023,motor fuel,233951712,17,4,,17_2023_4
Illinois,July,2023,motor fuel,236163305,17,7,,17_2023_7
Illinois,June,2023,motor fuel,245699850,17,6,,17_2023_6
Illinois,May,2023,motor fuel,232393759,17,5,,17_2023_5
Indiana,April,2023,motor fuel,139803860,18,4,,18_2023_4
Indiana,July,2023,motor fuel,144471348,18,7,,18_2023_7
Indiana,June,2023,motor fuel,136862492,18,6,,18_2023_6
Indiana,May,2023,motor fuel,131180067,18,5,,18_2023_5
Iowa,April,2023,motor fuel,56542160,19,4,,19_2023_4
Iowa,July,2023,motor fuel,59610756,19,7,,19_2023_7
Iowa,June,2023,motor fuel,58598631,19,6,,19_2023_6
Iowa,May,2023,motor fuel,58353180,19,5,,19_2023_5
Kansas,April,2023,motor fuel,,20,4,,20_2023_4
Kansas,July,2023,motor fuel,,20,7,,20_2023_7
Kansas,June,2023,motor fuel,,20,6,,20_2023_6
Kansas,May,2023,motor fuel,,20,5,,20_2023_5
Kentucky,April,2023,motor fuel,70952574,21,4,,21_2023_4
Kentucky,July,2023,motor fuel,69511349,21,7,,21_2023_7
Kentucky,June,2023,motor fuel,76017923,21,6,,21_2023_6
Kentucky,May,2023,motor fuel,68696952,21,5,,21_2023_5
Louisiana,April,2023,motor fuel,56608092,22,4,,22_2023_4
Louisiana,July,2023,motor fuel,50969755,22,7,,22_2023_7
Louisiana,June,2023,motor fuel,56851317,22,6,,22_2023_6
Louisiana,May,2023,motor fuel,50759578,22,5,,22_2023_5
Maine,April,2023,motor fuel,16419871,23,4,,23_2023_4
Maine,July,2023,motor fuel,19630162,23,7,,23_2023_7
Maine,June,2023,motor fuel,19838599,23,6,,23_2023_6
Maine,May,2023,motor fuel,17324172,23,5,,23_2023_5
Maryland,April,2023,motor fuel,104626118,24,4,,24_2023_4
Maryland,July,2023,motor fuel,104938635,24,7,,24_2023_7
Maryland,June,2023,motor fuel,117367677,24,6,,24_2023_6
Maryland,May,2023,motor fuel,107544152,24,5,,24_2023_5
Massachusetts,April,2023,motor fuel,58338044,25,4,,25_2023_4
Massachusetts,July,2023,motor fuel,61416684,25,7,,25_2023_7
Massachusetts,June,2023,motor fuel,62951886,25,6,,25_2023_6
Massachusetts,May,2023,motor fuel,57034428,25,5,,25_2023_5
Michigan,April,2023,motor fuel,112211955,26,4,,26_2023_4
Michigan,July,2023,motor fuel,126789813,26,7,,26_2023_7
Michigan,June,2023,motor fuel,133813080,26,6,,26_2023_6
Michigan,May,2023,motor fuel,140078733,26,5,,26_2023_5
Minnesota,April,2023,motor fuel,69362406,27,4,,27_2023_4
Minnesota,July,2023,motor fuel,87907121,27,7,,27_2023_7
Minnesota,June,2023,motor fuel,86565256,27,6,,27_2023_6
Minnesota,May,2023,motor fuel,72873760,27,5,,27_2023_5
Mississippi,April,2023,motor fuel,41552354,28,4,,28_2023_4
Mississippi,July,2023,motor fuel,37349142,28,7,,28_2023_7
Mississippi,June,2023,motor fuel,41372874,28,6,,28_2023_6
Mississippi,May,2023,motor fuel,34795254,28,5,,28_2023_5
Missouri,April,2023,motor fuel,71037417,29,4,,29_2023_4
Missouri,July,2023,motor fuel,82182858,29,7,,29_2023_7
Missouri,June,2023,motor fuel,81873431,29,6,,29_2023_6
Missouri,May,2023,motor fuel,74168671,29,5,,29_2023_5
Montana,April,2023,motor fuel,,30,4,,30_2023_4
Montana,July,2023,motor fuel,6025000,30,7,,30_2023_7
Montana,June,2023,motor fuel,,30,6,,30_2023_6
Montana,May,2023,motor fuel,,30,5,,30_2023_5
Nebraska,April,2023,motor fuel,34131193,31,4,,31_2023_4
Nebraska,July,2023,motor fuel,37801509,31,7,,31_2023_7
Nebraska,June,2023,motor fuel,37139167,31,6,,31_2023_6
Nebraska,May,2023,motor fuel,33100975,31,5,,31_2023_5
Nevada,April,2023,motor fuel,,32,4,,32_2023_4
Nevada,July,2023,motor fuel,,32,7,,32_2023_7
Nevada,June,2023,motor fuel,,32,6,,32_2023_6
Nevada,May,2023,motor fuel,,32,5,,32_2023_5
New Hampshire,April,2023,motor fuel,10200000,33,4,,33_2023_4
New Hampshire,July,2023,motor fuel,10900000,33,7,,33_2023_7
New Hampshire,June,2023,motor fuel,11000000,33,6,,33_2023_6
New Hampshire,May,2023,motor fuel,9800000,33,5,,33_2023_5
