state,month,year,tax type,value,fips state,numeric month,note,id
Michigan,August,2020,motor fuel,141308290,26,8,,26_2020_8
Michigan,August,2021,motor fuel,128280749,26,8,,26_2021_8
Michigan,December,2019,motor fuel,140132062,26,12,,26_2019_12
Michigan,December,2020,motor fuel,102739029,26,12,,26_2020_12
Michigan,December,2021,motor fuel,118376376,26,12,,26_2021_12
Michigan,February,2020,motor fuel,113814395,26,2,,26_2020_2
Michigan,February,2021,motor fuel,98536525,26,2,,26_2021_2
Michigan,February,2022,motor fuel,128131323,26,2,,26_2022_2
Michigan,January,2020,motor fuel,117602871,26,1,,26_2020_1
Michigan,January,2021,motor fuel,105318956,26,1,,26_2021_1
Michigan,January,2022,motor fuel,117382731,26,1,,26_2022_1
Michigan,July,2019,motor fuel,128877968,26,7,,26_2019_7
Michigan,July,2020,motor fuel,109272211,26,7,,26_2020_7
Michigan,July,2021,motor fuel,124435879,26,7,,26_2021_7
Michigan,June,2019,motor fuel,126825609,26,6,,26_2019_6
Michigan,June,2020,motor fuel,77894437,26,6,,26_2020_6
Michigan,June,2021,motor fuel,118019995,26,6,,26_2021_6
Michigan,March,2020,motor fuel,99709371,26,3,,26_2020_3
Michigan,March,2021,motor fuel,92732391,26,3,,26_2021_3
Michigan,March,2022,motor fuel,102190653,26,3,,26_2022_3
Michigan,May,2019,motor fuel,114353386,26,5,,26_2019_5
Michigan,May,2020,motor fuel,64772662,26,5,,26_2020_5
Michigan,May,2021,motor fuel,110252082,26,5,,26_2021_5
Michigan,November,2019,motor fuel,103649130,26,11,,26_2019_11
Michigan,November,2020,motor fuel,104901949,26,11,,26_2020_11
Michigan,November,2021,motor fuel,120506559,26,11,,26_2021_11
Michigan,October,2019,motor fuel,123248016,26,10,,26_2019_10
Michigan,October,2020,motor fuel,115942947,26,10,,26_2020_10
Michigan,October,2021,motor fuel,103719743,26,10,,26_2021_10
Michigan,September,2019,motor fuel,132766377,26,9,,26_2019_9
Michigan,September,2020,motor fuel,118078519,26,9,,26_2020_9
Michigan,September,2021,motor fuel,131274838,26,9,,26_2021_9
Minnesota,April,2019,motor fuel,74790845,27,4,,27_2019_4
Minnesota,April,2020,motor fuel,62033033,27,4,,27_2020_4
Minnesota,April,2021,motor fuel,72122651,27,4,,27_2021_4
Minnesota,April,2022,motor fuel,75034178,27,4,,27_2022_4
Minnesota,August,2019,motor fuel,82896949,27,8,,27_2019_8
Minnesota,August,2020,motor fuel,76755456,27,8,,27_2020_8
Minnesota,August,2021,motor fuel,82223862,27,8,,27_2021_8
Minnesota,December,2019,motor fuel,80028223,27,12,,27_2019_12
Minnesota,December,2020,motor fuel,63645141,27,12,,27_2020_12
Minnesota,December,2021,motor fuel,71986057,27,12,,27_2021_12
Minnesota,February,2020,motor fuel,71544908,27,2,,27_2020_2
Minnesota,February,2021,motor fuel,68273529,27,2,,27_2021_2
Minnesota,February,2022,motor fuel,64868144,27,2,,27_2022_2
Minnesota,January,2020,motor fuel,71583917,27,1,,27_2020_1
Minnesota,January,2021,motor fuel,71413672,27,1,,27_2021_1
Minnesota,January,2022,motor fuel,72026720,27,1,,27_2022_1
Minnesota,July,2019,motor fuel,73921429,27,7,,27_2019_7
Minnesota,July,2020,motor fuel,72735034,27,7,,27_2020_7
Minnesota,July,2021,motor fuel,80910768,27,7,,27_2021_7
Minnesota,June,2019,motor fuel,80573271,27,6,,27_2019_6
Minnesota,June,2020,motor fuel,63011979,27,6,,27_2020_6
Minnesota,June,2021,motor fuel,77146593,27,6,,27_2021_6
Minnesota,March,2020,motor fuel,63645141,27,3,,27_2020_3
Minnesota,March,2021,motor fuel,67792498,27,3,,27_2021_3
Minnesota,March,2022,motor fuel,71591618,27,3,,27_2022_3
Minnesota,May,2019,motor fuel,70716368,27,5,,27_2019_5
Minnesota,May,2020,motor fuel,48805477,27,5,,27_2020_5
Minnesota,May,2021,motor fuel,68836717,27,5,,27_2021_5
Minnesota,November,2019,motor fuel,84194275,27,11,,27_2019_11
Minnesota,November,2020,motor fuel,75297264,27,11,,27_2020_11
Minnesota,November,2021,motor fuel,78507475,27,11,,27_2021_11
Minnesota,October,2019,motor fuel,76079311,27,10,,27_2019_10
Minnesota,October,2020,motor fuel,72978394,27,10,,27_2020_10
Minnesota,October,2021,motor fuel,77491877,27,10,,27_2021_10
Minnesota,September,2019,motor fuel,84443177,27,9,,27_2019_9
Minnesota,September,2020,motor fuel,73533985,27,9,,27_2020_9
Minnesota,September,2021,motor fuel,81415073,27,9,,27_2021_9
Mississippi,April,2019,motor fuel,39207047,28,4,,28_2019_4
Mississippi,April,2020,motor fuel,36016759,28,4,,28_2020_4
Mississippi,April,2021,motor fuel,41413140,28,4,,28_2021_4
Mississippi,April,2022,motor fuel,40630076,28,4,,28_2022_4
Mississippi,August,2019,motor fuel,37462657,28,8,,28_2019_8
Mississippi,August,2020,motor fuel,36719300,28,8,,28_2020_8
Mississippi,August,2021,motor fuel,37409295,28,8,,28_2021_8
Mississippi,December,2019,motor fuel,35107029,28,12,,28_2019_12
Mississippi,December,2020,motor fuel,35516985,28,12,,28_2020_12
Mississippi,December,2021,motor fuel,41511128,28,12,,28_2021_12
Mississippi,February,2020,motor fuel,33461628,28,2,,28_2020_2
Mississippi,February,2021,motor fuel,32811233,28,2,,28_2021_2
Mississippi,February,2022,motor fuel,31676187,28,2,,28_2022_2
Mississippi,January,2020,motor fuel,35961192,28,1,,28_2020_1
Mississippi,January,2021,motor fuel,36739606,28,1,,28_2021_1
Mississippi,January,2022,motor fuel,37688759,28,1,,28_2022_1
Mississippi,July,2019,motor fuel,35969082,28,7,,28_2019_7
Mississippi,July,2020,motor fuel,38859632,28,7,,28_2020_7
Mississippi,July,2021,motor fuel,38315429,28,7,,28_2021_7
Mississippi,June,2019,motor fuel,39147214,28,6,,28_2019_6
Mississippi,June,2020,motor fuel,34357576,28,6,,28_2020_6
Mississippi,June,2021,motor fuel,41443931,28,6,,28_2021_6
Mississippi,March,2020,motor fuel,32668779,28,3,,28_2020_3
Mississippi,March,2021,motor fuel,29144366,28,3,,28_2021_3
Mississippi,March,2022,motor fuel,32284081,28,3,,28_2022_3
Mississippi,May,2019,motor fuel,36484430,28,5,,28_2019_5
Mississippi,May,2020,motor fuel,23644100,28,5,,28_2020_5
Mississippi,May,2021,motor fuel,37302688,28,5,,28_2021_5
Mississippi,November,2019,motor fuel,37220216,28,11,,28_2019_11
Mississippi,November,2020,motor fuel,36834197,28,11,,28_2020_11
Mississippi,November,2021,motor fuel,37971951,28,11,,28_2021_11
Mississippi,October,2019,motor fuel,35586555,28,10,,28_2019_10
Mississippi,October,2020,motor fuel,36862054,28,10,,28_2020_10
Mississippi,October,2021,motor fuel,37680072,28,10,,28_2021_10
Mississippi,September,2019,motor fuel,38718154,28,9,,28_2019_9
Mississippi,September,2020,motor fuel,37914529,28,9,,28_2020_9
Mississippi,September,2021,motor fuel,40682619,28,9,,28_2021_9
Missouri,April,2019,motor fuel,60834807,29,4,,29_2019_4
Missouri,April,2020,motor fuel,55713970,29,4,,29_2020_4
Missouri,April,2021,motor fuel,59812486,29,4,,29_2021_4
Missouri,April,2022,motor fuel,74319379,29,4,,29_2022_4
Missouri,August,2019,motor fuel,61771063,29,8,,29_2019_8
Missouri,August,2020,motor fuel,57844475,29,8,,29_2020_8
Missouri,August,2021,motor fuel,59154522,29,8,,29_2021_8
Missouri,December,2019,motor fuel,59425120,29,12,,29_2019_12
Missouri,December,2020,motor fuel,55779550,29,12,,29_2020_12
Missouri,December,2021,motor fuel,67182837,29,12,,29_2021_12
Missouri,February,2020,motor fuel,48692729,29,2,,29_2020_2
Missouri,February,2021,motor fuel,51268422,29,2,,29_2021_2
Missouri,February,2022,motor fuel,60743121,29,2,,29_2022_2
Missouri,January,2020,motor fuel,60270942,29,1,,29_2020_1
Missouri,January,2021,motor fuel,58695748,29,1,,29_2021_1
Missouri,January,2022,motor fuel,74218561,29,1,,29_2022_1
Missouri,July,2019,motor fuel,60685347,29,7,,29_2019_7
Missouri,July,2020,motor fuel,58757010,29,7,,29_2020_7
Missouri,July,2021,motor fuel,63961957,29,7,,29_2021_7
Missouri,June,2019,motor fuel,62904050,29,6,,29_2019_6
Missouri,June,2020,motor fuel,52216045,29,6,,29_2020_6
Missouri,June,2021,motor fuel,63234373,29,6,,29_2021_6
Missouri,March,2020,motor fuel,56658234,29,3,,29_2020_3
Missouri,March,2021,motor fuel,48679714,29,3,,29_2021_3
Missouri,March,2022,motor fuel,55387332,29,3,,29_2022_3
Missouri,May,2019,motor fuel,55366561,29,5,,29_2019_5
Missouri,May,2020,motor fuel,44172444,29,5,,29_2020_5
Missouri,May,2021,motor fuel,58562738,29,5,,29_2021_5
Missouri,November,2019,motor fuel,59767397,29,11,,29_2019_11
Missouri,November,2020,motor fuel,55040797,29,11,,29_2020_11
Missouri,November,2021,motor fuel,65252870,29,11,,29_2021_11
Missouri,October,2019,motor fuel,59224043,29,10,,29_2019_10
Missouri,October,2020,motor fuel,57496793,29,10,,29_2020_10
Missouri,October,2021,motor fuel,65177018,29,10,,29_2021_10
Missouri,September,2019,motor fuel,63562993,29,9,,29_2019_9
Missouri,September,2020,motor fuel,60423628,29,9,,29_2020_9
Missouri,September,2021,motor fuel,61932793,29,9,,29_2021_9
Montana,April,2019,motor fuel,,30,4,,30_2019_4
Montana,April,2020,motor fuel,,30,4,,30_2020_4
Montana,April,2021,motor fuel,,30,4,,30_2021_4
Montana,April,2022,motor fuel,,30,4,,30_2022_4
Montana,August,2019,motor fuel,,30,8,,30_2019_8
Montana,August,2020,motor fuel,,30,8,,30_2020_8
Montana,August,2021,motor fuel,,30,8,,30_2021_8
Montana,December,2019,motor fuel,,30,12,,30_2019_12
Montana,December,2020,motor fuel,,30,12,,30_2020_12
Montana,December,2021,motor fuel,,30,12,,30_2021_12
Montana,February,2020,motor fuel,,30,2,,30_2020_2
Montana,February,2021,motor fuel,,30,2,,30_2021_2
Montana,February,2022,motor fuel,,30,2,,30_2022_2
Montana,January,2020,motor fuel,,30,1,,30_2020_1
Montana,January,2021,motor fuel,,30,1,,30_2021_1
Montana,January,2022,motor fuel,,30,1,,30_2022_1
Montana,July,2019,motor fuel,,30,7,,30_2019_7
Montana,July,2020,motor fuel,,30,7,,30_2020_7
Montana,July,2021,motor fuel,,30,7,,30_2021_7
Montana,June,2019,motor fuel,,30,6,,30_2019_6
Montana,June,2020,motor fuel,,30,6,,30_2020_6
Montana,June,2021,motor fuel,,30,6,,30_2021_6
Montana,March,2020,motor fuel,,30,3,,30_2020_3
Montana,March,2021,motor fuel,,30,3,,30_2021_3
Montana,March,2022,motor fuel,,30,3,,30_2022_3
Montana,May,2019,motor fuel,,30,5,,30_2019_5
Montana,May,2020,motor fuel,,30,5,,30_2020_5
Montana,May,2021,motor fuel,,30,5,,30_2021_5
Montana,November,2019,motor fuel,,30,11,,30_2019_11
Montana,November,2020,motor fuel,,30,11,,30_2020_11
Montana,November,2021,motor fuel,,30,11,,30_2021_11
Montana,October,2019,motor fuel,,30,10,,30_2019_10
Montana,October,2020,motor fuel,,30,10,,30_2020_10
Montana,October,2021,motor fuel,,30,10,,30_2021_10
Montana,September,2019,motor fuel,,30,9,,30_2019_9
Montana,September,2020,motor fuel,,30,9,,30_2020_9
Montana,September,2021,motor fuel,,30,9,,30_2021_9
Nebraska,April,2019,motor fuel,34253454,31,4,,31_2019_4
Nebraska,April,2020,motor fuel,27066837,31,4,,31_2020_4
Nebraska,April,2021,motor fuel,34385137,31,4,,31_2021_4
Nebraska,April,2022,motor fuel,29639452,31,4,,31_2022_4
Nebraska,August,2019,motor fuel,36794007,31,8,,31_2019_8
Nebraska,August,2020,motor fuel,39776192,31,8,,31_2020_8
Nebraska,August,2021,motor fuel,35656922,31,8,,31_2021_8
Nebraska,December,2019,motor fuel,34219998,31,12,,31_2019_12
Nebraska,December,2020,motor fuel,35132281,31,12,,31_2020_12
Nebraska,December,2021,motor fuel,32020077,31,12,,31_2021_12
Nebraska,February,2020,motor fuel,30165522,31,2,,31_2020_2
Nebraska,February,2021,motor fuel,28147271,31,2,,31_2021_2
Nebraska,February,2022,motor fuel,25248156,31,2,,31_2022_2
Nebraska,January,2020,motor fuel,30733779,31,1,,31_2020_1
Nebraska,January,2021,motor fuel,34962798,31,1,,31_2021_1
Nebraska,January,2022,motor fuel,32401734,31,1,,31_2022_1
Nebraska,July,2019,motor fuel,36969161,31,7,,31_2019_7
Nebraska,July,2020,motor fuel,39696241,31,7,,31_2020_7
Nebraska,July,2021,motor fuel,36347979,31,7,,31_2021_7
Nebraska,June,2019,motor fuel,36024983,31,6,,31_2019_6
Nebraska,June,2020,motor fuel,34472417,31,6,,31_2020_6
Nebraska,June,2021,motor fuel,37239485,31,6,,31_2021_6
Nebraska,March,2020,motor fuel,30844251,31,3,,31_2020_3
Nebraska,March,2021,motor fuel,27079419,31,3,,31_2021_3
Nebraska,March,2022,motor fuel,26365153,31,3,,31_2022_3
Nebraska,May,2019,motor fuel,35594224,31,5,,31_2019_5
Nebraska,May,2020,motor fuel,29683005,31,5,,31_2020_5
Nebraska,May,2021,motor fuel,35390658,31,5,,31_2021_5
Nebraska,November,2019,motor fuel,34219998,31,11,,31_2019_11
Nebraska,November,2020,motor fuel,34635685,31,11,,31_2020_11
Nebraska,November,2021,motor fuel,35323287,31,11,,31_2021_11
Nebraska,October,2019,motor fuel,37858143,31,10,,31_2019_10
Nebraska,October,2020,motor fuel,39913188,31,10,,31_2020_10
Nebraska,October,2021,motor fuel,34765202,31,10,,31_2021_10
Nebraska,September,2019,motor fuel,35230717,31,9,,31_2019_9
Nebraska,September,2020,motor fuel,39205879,31,9,,31_2020_9
Nebraska,September,2021,motor fuel,34426566,31,9,,31_2021_9
Nevada,April,2019,motor fuel,,32,4,,32_2019_4
Nevada,April,2020,motor fuel,,32,4,,32_2020_4
Nevada,April,2021,motor fuel,,32,4,,32_2021_4
Nevada,April,2022,motor fuel,25392314,32,4,,32_2022_4
Nevada,August,2019,motor fuel,,32,8,,32_2019_8
Nevada,August,2020,motor fuel,,32,8,,32_2020_8
Nevada,August,2021,motor fuel,,32,8,,32_2021_8
Nevada,December,2019,motor fuel,,32,12,,32_2019_12
Nevada,December,2020,motor fuel,,32,12,,32_2020_12
Nevada,December,2021,motor fuel,,32,12,,32_2021_12
Nevada,February,2020,motor fuel,,32,2,,32_2020_2
Nevada,February,2021,motor fuel,,32,2,,32_2021_2
Nevada,February,2022,motor fuel,1279685,32,2,,32_2022_2
Nevada,January,2020,motor fuel,,32,1,,32_2020_1
Nevada,January,2021,motor fuel,,32,1,,32_2021_1
Nevada,January,2022,motor fuel,32050412,32,1,,32_2022_1
Nevada,July,2019,motor fuel,,32,7,,32_2019_7
Nevada,July,2020,motor fuel,,32,7,,32_2020_7
Nevada,July,2021,motor fuel,,32,7,,32_2021_7
Nevada,June,2019,motor fuel,,32,6,,32_2019_6
Nevada,June,2020,motor fuel,,32,6,,32_2020_6
Nevada,June,2021,motor fuel,,32,6,,32_2021_6
Nevada,March,2020,motor fuel,,32,3,,32_2020_3
Nevada,March,2021,motor fuel,,32,3,,32_2021_3
Nevada,March,2022,motor fuel,32075214,32,3,,32_2022_3
Nevada,May,2019,motor fuel,,32,5,,32_2019_5
Nevada,May,2020,motor fuel,,32,5,,32_2020_5
Nevada,May,2021,motor fuel,,32,5,,32_2021_5
Nevada,November,2019,motor fuel,,32,11,,32_2019_11
Nevada,November,2020,motor fuel,,32,11,,32_2020_11
Nevada,November,2021,motor fuel,,32,11,,32_2021_11
Nevada,October,2019,motor fuel,,32,10,,32_2019_10
Nevada,October,2020,motor fuel,,32,10,,32_2020_10
Nevada,October,2021,motor fuel,,32,10,,32_2021_10
Nevada,September,2019,motor fuel,,32,9,,32_2019_9
Nevada,September,2020,motor fuel,,32,9,,32_2020_9
Nevada,September,2021,motor fuel,,32,9,,32_2021_9
New Hampshire,April,2019,motor fuel,10300000,33,4,,33_2019_4
New Hampshire,April,2020,motor fuel,7700000,33,4,,33_2020_4
New Hampshire,April,2021,motor fuel,9900000,33,4,,33_2021_4
New Hampshire,April,2022,motor fuel,10300000,33,4,,33_2022_4
New Hampshire,August,2019,motor fuel,10900000,33,8,,33_2019_8
New Hampshire,August,2020,motor fuel,10000000,33,8,,33_2020_8
New Hampshire,August,2021,motor fuel,10000000,33,8,,33_2021_8
New Hampshire,December,2019,motor fuel,10600000,33,12,,33_2019_12
New Hampshire,December,2020,motor fuel,9100000,33,12,,33_2020_12
New Hampshire,December,2021,motor fuel,10100000,33,12,,33_2021_12
New Hampshire,February,2020,motor fuel,9900000,33,2,,33_2020_2
New Hampshire,February,2021,motor fuel,8900000,33,2,,33_2021_2
New Hampshire,February,2022,motor fuel,9400000,33,2,,33_2022_2
New Hampshire,January,2020,motor fuel,10700000,33,1,,33_2020_1
New Hampshire,January,2021,motor fuel,9600000,33,1,,33_2021_1
New Hampshire,January,2022,motor fuel,10300000,33,1,,33_2022_1
New Hampshire,July,2019,motor fuel,11000000,33,7,,33_2019_7
New Hampshire,July,2020,motor fuel,9700000,33,7,,33_2020_7
New Hampshire,July,2021,motor fuel,11000000,33,7,,33_2021_7
New Hampshire,June,2019,motor fuel,10600000,33,6,,33_2019_6
New Hampshire,June,2020,motor fuel,7800000,33,6,,33_2020_6
New Hampshire,June,2021,motor fuel,10600000,33,6,,33_2021_6
New Hampshire,March,2020,motor fuel,9600000,33,3,,33_2020_3
New Hampshire,March,2021,motor fuel,8700000,33,3,,33_2021_3
New Hampshire,March,2022,motor fuel,9600000,33,3,,33_2022_3
New Hampshire,May,2019,motor fuel,10000000,33,5,,33_2019_5
New Hampshire,May,2020,motor fuel,6800000,33,5,,33_2020_5
New Hampshire,May,2021,motor fuel,9600000,33,5,,33_2021_5
New Hampshire,November,2019,motor fuel,11300000,33,11,,33_2019_11
New Hampshire,November,2020,motor fuel,10400000,33,11,,33_2020_11
New Hampshire,November,2021,motor fuel,11000000,33,11,,33_2021_11
New Hampshire,October,2019,motor fuel,10700000,33,10,,33_2019_10
New Hampshire,October,2020,motor fuel,10200000,33,10,,33_2020_10
New Hampshire,October,2021,motor fuel,10900000,33,10,,33_2021_10
New Hampshire,September,2019,motor fuel,11900000,33,9,,33_2019_9
New Hampshire,September,2020,motor fuel,10500000,33,9,,33_2020_9
New Hampshire,September,2021,motor fuel,11500000,33,9,,33_2021_9
New Jersey,April,2019,motor fuel,44029000,34,4,,34_2019_4
New Jersey,April,2020,motor fuel,33845000,34,4,,34_2020_4
New Jersey,April,2021,motor fuel,39718000,34,4,,34_2021_4
New Jersey,April,2022,motor fuel,40101000,34,4,,34_2022_4
New Jersey,August,2019,motor fuel,38416000,34,8,,34_2019_8
New Jersey,August,2020,motor fuel,30246000,34,8,,34_2020_8
New Jersey,August,2021,motor fuel,37676000,34,8,,34_2021_8
New Jersey,December,2019,motor fuel,42839000,34,12,,34_2019_12
New Jersey,December,2020,motor fuel,35658000,34,12,,34_2020_12
New Jersey,December,2021,motor fuel,39033000,34,12,,34_2021_12
New Jersey,February,2020,motor fuel,28934000,34,2,,34_2020_2
New Jersey,February,2021,motor fuel,28133000,34,2,,34_2021_2
New Jersey,February,2022,motor fuel,26977000,34,2,,34_2022_2
New Jersey,January,2020,motor fuel,42815000,34,1,,34_2020_1
New Jersey,January,2021,motor fuel,38160000,34,1,,34_2021_1
New Jersey,January,2022,motor fuel,42431000,34,1,,34_2022_1
New Jersey,July,2019,motor fuel,41947000,34,7,,34_2019_7
New Jersey,July,2020,motor fuel,34393000,34,7,,34_2020_7
New Jersey,July,2021,motor fuel,43504000,34,7,,34_2021_7
New Jersey,June,2019,motor fuel,44361000,34,6,,34_2019_6
New Jersey,June,2020,motor fuel,30974000,34,6,,34_2020_6
New Jersey,June,2021,motor fuel,,34,6,,34_2021_6
New Jersey,March,2020,motor fuel,42936000,34,3,,34_2020_3
New Jersey,March,2021,motor fuel,27290000,34,3,,34_2021_3
New Jersey,March,2022,motor fuel,35094000,34,3,,34_2022_3
New Jersey,May,2019,motor fuel,36819000,34,5,,34_2019_5
New Jersey,May,2020,motor fuel,15185000,34,5,,34_2020_5
New Jersey,May,2021,motor fuel,31906340,34,5,,34_2021_5
New Jersey,November,2019,motor fuel,37526000,34,11,,34_2019_11
New Jersey,November,2020,motor fuel,31612000,34,11,,34_2020_11
New Jersey,November,2021,motor fuel,36681000,34,11,,34_2021_11
New Jersey,October,2019,motor fuel,37908546,34,10,,34_2019_10
New Jersey,October,2020,motor fuel,39735852,34,10,,34_2020_10
New Jersey,October,2021,motor fuel,40986000,34,10,,34_2021_10
New Jersey,September,2019,motor fuel,47903000,34,9,,34_2019_9
New Jersey,September,2020,motor fuel,40290000,34,9,,34_2020_9
New Jersey,September,2021,motor fuel,40133000,34,9,,34_2021_9
New Mexico,April,2019,motor fuel,26584322,35,4,,35_2019_4
New Mexico,April,2020,motor fuel,25258938,35,4,,35_2020_4
New Mexico,April,2021,motor fuel,28383701,35,4,,35_2021_4
New Mexico,April,2022,motor fuel,27750474,35,4,,35_2022_4
New Mexico,August,2019,motor fuel,28127561,35,8,,35_2019_8
New Mexico,August,2020,motor fuel,26878390,35,8,,35_2020_8
New Mexico,August,2021,motor fuel,29512901,35,8,,35_2021_8
New Mexico,December,2019,motor fuel,25581947,35,12,,35_2019_12
New Mexico,December,2020,motor fuel,25080195,35,12,,35_2020_12
New Mexico,December,2021,motor fuel,26757604,35,12,,35_2021_12
New Mexico,February,2020,motor fuel,25362622,35,2,,35_2020_2
New Mexico,February,2021,motor fuel,22746934,35,2,,35_2021_2
New Mexico,February,2022,motor fuel,25808153,35,2,,35_2022_2
New Mexico,January,2020,motor fuel,26415696,35,1,,35_2020_1
New Mexico,January,2021,motor fuel,24221122,35,1,,35_2021_1
New Mexico,January,2022,motor fuel,28018792,35,1,,35_2022_1
New Mexico,July,2019,motor fuel,26614866,35,7,,35_2019_7
New Mexico,July,2020,motor fuel,25521375,35,7,,35_2020_7
New Mexico,July,2021,motor fuel,27632104,35,7,,35_2021_7
New Mexico,June,2019,motor fuel,24884786,35,6,,35_2019_6
New Mexico,June,2020,motor fuel,23150291,35,6,,35_2020_6
New Mexico,June,2021,motor fuel,28318580,35,6,,35_2021_6
New Mexico,March,2020,motor fuel,25120052,35,3,,35_2020_3
New Mexico,March,2021,motor fuel,22063275,35,3,,35_2021_3
New Mexico,March,2022,motor fuel,24499641,35,3,,35_2022_3
New Mexico,May,2019,motor fuel,26736033,35,5,,35_2019_5
New Mexico,May,2020,motor fuel,20198626,35,5,,35_2020_5
New Mexico,May,2021,motor fuel,28287528,35,5,,35_2021_5
New Mexico,November,2019,motor fuel,28587742,35,11,,35_2019_11
New Mexico,November,2020,motor fuel,26675516,35,11,,35_2020_11
New Mexico,November,2021,motor fuel,26593733,35,11,,35_2021_11
New Mexico,October,2019,motor fuel,25962230,35,10,,35_2019_10
New Mexico,October,2020,motor fuel,26834240,35,10,,35_2020_10
New Mexico,October,2021,motor fuel,26445687,35,10,,35_2021_10
New Mexico,September,2019,motor fuel,28840115,35,9,,35_2019_9
New Mexico,September,2020,motor fuel,26844252,35,9,,35_2020_9
New Mexico,September,2021,motor fuel,29118317,35,9,,35_2021_9
New York,April,2019,motor fuel,146377000,36,4,,36_2019_4
New York,April,2020,motor fuel,98662000,36,4,,36_2020_4
New York,April,2021,motor fuel,102981000,36,4,,36_2021_4
New York,April,2022,motor fuel,112190000,36,4,,36_2022_4
New York,August,2019,motor fuel,154881000,36,8,,36_2019_8
New York,August,2020,motor fuel,129557000,36,8,,36_2020_8
New York,August,2021,motor fuel,141860000,36,8,,36_2021_8
New York,December,2019,motor fuel,131156000,36,12,,36_2019_12
New York,December,2020,motor fuel,123600000,36,12,,36_2020_12
New York,December,2021,motor fuel,125454000,36,12,,36_2021_12
New York,February,2020,motor fuel,115755000,36,2,,36_2020_2
New York,February,2021,motor fuel,100331000,36,2,,36_2021_2
New York,February,2022,motor fuel,127998000,36,2,,36_2022_2
New York,January,2020,motor fuel,140442000,36,1,,36_2020_1
New York,January,2021,motor fuel,106438000,36,1,,36_2021_1
New York,January,2022,motor fuel,117043000,36,1,,36_2022_1
New York,July,2019,motor fuel,132963000,36,7,,36_2019_7
New York,July,2020,motor fuel,127559000,36,7,,36_2020_7
New York,July,2021,motor fuel,143528000,36,7,,36_2021_7
New York,June,2019,motor fuel,149995000,36,6,,36_2019_6
New York,June,2020,motor fuel,117277000,36,6,,36_2020_6
New York,June,2021,motor fuel,139266000,36,6,,36_2021_6
New York,March,2020,motor fuel,124035000,36,3,,36_2020_3
New York,March,2021,motor fuel,110976000,36,3,,36_2021_3
New York,March,2022,motor fuel,114201000,36,3,,36_2022_3
New York,May,2019,motor fuel,143891000,36,5,,36_2019_5
New York,May,2020,motor fuel,61087000,36,5,,36_2020_5
New York,May,2021,motor fuel,130413000,36,5,,36_2021_5
New York,November,2019,motor fuel,134551000,36,11,,36_2019_11
New York,November,2020,motor fuel,122480000,36,11,,36_2020_11
New York,November,2021,motor fuel,121797000,36,11,,36_2021_11
New York,October,2019,motor fuel,154621000,36,10,,36_2019_10
New York,October,2020,motor fuel,128971000,36,10,,36_2020_10
New York,October,2021,motor fuel,136796000,36,10,,36_2021_10
New York,September,2019,motor fuel,143953000,36,9,,36_2019_9
New York,September,2020,motor fuel,140076000,36,9,,36_2020_9
New York,September,2021,motor fuel,125361000,36,9,,36_2021_9
North Carolina,April,2019,motor fuel,172692750,37,4,,37_2019_4
North Carolina,April,2020,motor fuel,137096142,37,4,,37_2020_4
North Carolina,April,2021,motor fuel,179560907,37,4,,37_2021_4
North Carolina,April,2022,motor fuel,191809427,37,4,,37_2022_4
North Carolina,August,2019,motor fuel,187941047,37,8,,37_2019_8
North Carolina,August,2020,motor fuel,168130603,37,8,,37_2020_8
North Carolina,August,2021,motor fuel,169079437,37,8,,37_2021_8
North Carolina,December,2019,motor fuel,176942974,37,12,,37_2019_12
North Carolina,December,2020,motor fuel,174168747,37,12,,37_2020_12
North Carolina,December,2021,motor fuel,191109256,37,12,,37_2021_12
North Carolina,February,2020,motor fuel,173793292,37,2,,37_2020_2
North Carolina,February,2021,motor fuel,153140021,37,2,,37_2021_2
North Carolina,February,2022,motor fuel,167194218,37,2,,37_2022_2
North Carolina,January,2020,motor fuel,165277310,37,1,,37_2020_1
North Carolina,January,2021,motor fuel,153823436,37,1,,37_2021_1
North Carolina,January,2022,motor fuel,186850964,37,1,,37_2022_1
North Carolina,July,2019,motor fuel,161594099,37,7,,37_2019_7
North Carolina,July,2020,motor fuel,245112353,37,7,,37_2020_7
North Carolina,July,2021,motor fuel,171708553,37,7,,37_2021_7
North Carolina,June,2019,motor fuel,209604656,37,6,,37_2019_6
North Carolina,June,2020,motor fuel,130195521,37,6,,37_2020_6
North Carolina,June,2021,motor fuel,193578192,37,6,,37_2021_6
North Carolina,March,2020,motor fuel,164817875,37,3,,37_2020_3
North Carolina,March,2021,motor fuel,149347164,37,3,,37_2021_3
North Carolina,March,2022,motor fuel,176003254,37,3,,37_2022_3
North Carolina,May,2019,motor fuel,180403352,37,5,,37_2019_5
North Carolina,May,2020,motor fuel,96494538,37,5,,37_2020_5
North Carolina,May,2021,motor fuel,177227844,37,5,,37_2021_5
North Carolina,November,2019,motor fuel,185666759,37,11,,37_2019_11
North Carolina,November,2020,motor fuel,170665255,37,11,,37_2020_11
North Carolina,November,2021,motor fuel,179177548,37,11,,37_2021_11
North Carolina,October,2019,motor fuel,173187154,37,10,,37_2019_10
North Carolina,October,2020,motor fuel,162835663,37,10,,37_2020_10
North Carolina,October,2021,motor fuel,164514836,37,10,,37_2021_10
North Carolina,September,2019,motor fuel,190565549,37,9,,37_2019_9
